Date,Value,10_mean
2016-09-11,621.65,
2016-09-12,609.67,
2016-09-13,610.92,
2016-09-14,608.82,
2016-09-15,610.38,
2016-09-16,609.11,
2016-09-17,607.04,
2016-09-18,611.58,
2016-09-19,610.19,
2016-09-20,608.66,610.802
2016-09-21,598.88,608.5250000000001
2016-09-22,597.42,607.3000000000001
2016-09-23,594.08,605.6160000000001
2016-09-24,603.88,605.1220000000001
2016-09-25,601.74,604.258
2016-09-26,598.98,603.2450000000001
2016-09-27,605.96,603.1370000000001
2016-09-28,605.67,602.546
2016-09-29,603.85,601.912
2016-09-30,609.39,601.9850000000001
2016-10-01,614.82,603.5790000000001
2016-10-02,612.98,605.135
2016-10-03,611.85,606.912
2016-10-04,609.62,607.4860000000001
2016-10-05,607.18,608.0300000000001
2016-10-06,612.08,609.3400000000001
2016-10-07,617.21,610.4650000000001
2016-10-08,614.74,611.3720000000001
2016-10-09,615.65,612.552
2016-10-10,617.54,613.367
2016-10-11,614.77,613.3620000000001
2016-10-12,635.01,615.5650000000002
2016-10-13,635.96,617.9760000000001
2016-10-14,634.02,620.4160000000002
2016-10-15,637.94,623.4920000000002
2016-10-16,641.42,626.4260000000002
2016-10-17,638.97,628.6020000000002
2016-10-18,636.29,630.7570000000003
2016-10-19,629.25,632.1170000000003
2016-10-20,627.72,633.1350000000003
2016-10-21,631.92,634.8500000000004
2016-10-22,655.48,636.8970000000003
2016-10-23,653.25,638.6260000000003
2016-10-24,651.39,640.3630000000004
2016-10-25,655.31,642.1000000000004
2016-10-26,651.45,643.1030000000003
2016-10-27,682.22,647.4280000000003
2016-10-28,687.68,652.5670000000003
2016-10-29,685.91,658.2330000000004
2016-10-30,698.0,665.2610000000003
2016-10-31,702.0,672.2690000000003
2016-11-01,697.01,676.4220000000003
2016-11-02,733.33,684.4300000000003
2016-11-03,686.17,687.9080000000002
2016-11-04,683.69,690.7460000000003
2016-11-05,704.79,696.0800000000003
2016-11-06,712.0,699.0580000000002
2016-11-07,709.96,701.2860000000003
2016-11-08,708.97,703.5920000000003
2016-11-09,720.93,705.8850000000003
2016-11-10,721.5,707.8350000000003
2016-11-11,715.45,709.6790000000003
2016-11-12,703.71,706.7170000000003
2016-11-13,702.28,708.3280000000002
2016-11-14,706.46,710.6050000000002
2016-11-15,710.91,711.2170000000002
2016-11-16,711.73,711.1900000000002
2016-11-17,736.96,713.8900000000001
2016-11-18,747.52,717.7450000000001
2016-11-19,748.98,720.55
2016-11-20,729.06,721.3059999999999
2016-11-21,738.53,723.6139999999999
2016-11-22,736.97,726.9399999999999
2016-11-23,741.63,730.875
2016-11-24,737.45,733.9739999999999
2016-11-25,735.64,736.447
2016-11-26,733.67,738.641
2016-11-27,727.96,737.741
2016-11-28,727.31,735.7199999999999
2016-11-29,732.71,734.093
2016-11-30,742.69,735.4559999999999
2016-12-01,742.05,735.808
2016-12-02,772.43,739.354
2016-12-03,764.33,741.624
2016-12-04,762.97,744.176
2016-12-05,754.63,746.075
2016-12-06,756.62,748.37
2016-12-07,758.99,751.473
2016-12-08,769.72,755.714
2016-12-09,770.02,759.445
2016-12-10,769.08,762.0840000000001
2016-12-11,777.0,765.579
2016-12-12,777.0,766.036
2016-12-13,777.99,767.4019999999999
2016-12-14,774.89,768.5939999999999
2016-12-15,776.75,770.8059999999999
2016-12-16,775.88,772.732
2016-12-17,788.7,775.703
2016-12-18,788.4,777.5709999999999
2016-12-19,788.67,779.4359999999999
2016-12-20,793.09,781.8369999999999
2016-12-21,824.21,786.5579999999999
2016-12-22,834.97,792.3549999999999
2016-12-23,901.31,804.6869999999999
2016-12-24,891.61,816.3589999999998
2016-12-25,892.6,827.9439999999998
2016-12-26,897.33,840.0889999999999
2016-12-27,930.37,854.256
2016-12-28,930.34,868.45
2016-12-29,963.38,885.9209999999999
2016-12-30,952.15,901.8269999999999
2016-12-31,958.12,915.2179999999998
2017-01-01,997.72,931.4929999999998
2017-01-02,1015.97,942.9589999999998
2017-01-03,1013.42,955.1399999999998
2017-01-04,1126.76,978.5559999999998
2017-01-05,994.67,988.2899999999997
2017-01-06,999.65,995.2179999999996
2017-01-07,896.83,991.8669999999996
2017-01-08,908.14,986.3429999999996
2017-01-09,910.49,982.1769999999997
2017-01-10,906.05,976.9699999999996
2017-01-11,785.22,955.7199999999996
2017-01-12,780.92,932.2149999999996
2017-01-13,826.29,913.5019999999997
2017-01-14,817.91,882.6169999999996
2017-01-15,819.55,865.1049999999996
2017-01-16,830.5,848.1899999999996
2017-01-17,903.84,848.8909999999996
2017-01-18,906.6,848.7369999999995
2017-01-19,895.798875,847.2678874999996
2017-01-20,893.6210875,846.0249962499996
2017-01-21,895.64,857.0669962499996
2017-01-22,918.603625,870.8353587499996
2017-01-23,922.0736125,880.4137199999996
2017-01-24,919.97,890.6197199999995
2017-01-25,893.045625,897.9692824999995
2017-01-26,915.95625,906.5149074999994
2017-01-27,915.05,907.6359074999993
2017-01-28,920.31225,909.0071324999993
2017-01-29,915.933,911.0205449999994
2017-01-30,912.19,912.8774362499995
2017-01-31,964.706075,919.7840437499996
2017-02-01,979.703875,925.8940687499995
2017-02-02,983.42,932.0287074999994
2017-02-03,1013.027,941.3344074999995
2017-02-04,1030.999413,955.1297862999994
2017-02-05,1034.07,966.9411612999995
2017-02-06,1024.01375,977.8375362999996
2017-02-07,1050.11,990.8173112999997
2017-02-08,1052.84,1004.5080112999997
2017-02-09,976.103,1010.8993112999995
2017-02-10,999.1035,1014.3390537999994
2017-02-11,997.59,1016.1276662999995
2017-02-12,1000.604625,1017.8461287999995
2017-02-13,999.877375,1016.5311662999995
2017-02-14,1001.2,1013.5512249999996
2017-02-15,1012.325988,1011.3768237999997
2017-02-16,1035.208125,1012.4962612999996
2017-02-17,1035.2,1011.0052612999996
2017-02-18,1056.637138,1011.3849750999996
2017-02-19,1052.779286,1019.0526036999996
2017-02-20,1050.87,1024.2292536999998
2017-02-21,1123.788429,1036.8490965999997
2017-02-22,1123.2231880000004,1049.1109528999998
2017-02-23,1130.01,1062.1242153999997
2017-02-24,1174.86625,1079.4908403999998
2017-02-25,1150.605714,1093.3188129999996
2017-02-26,1150.37,1104.8350004999998
2017-02-27,1190.75195,1120.3901954999997
2017-02-28,1187.565286,1133.4830102999997
2017-03-01,1190.89,1147.2940816999994
2017-03-02,1259.410817,1168.1481633999997
2017-03-03,1285.14,1184.2833204999995
2017-03-04,1287.0,1200.6610016999996
2017-03-05,1270.9333,1214.7533316999995
2017-03-06,1275.197375,1224.7864441999996
2017-03-07,1279.5,1237.6758727999995
2017-03-08,1157.3933,1238.3782027999994
2017-03-09,1192.469143,1238.5499220999995
2017-03-10,1192.09,1239.0023934999995
2017-03-11,1179.159875,1237.8293809999993
2017-03-12,1227.494625,1234.6377617999992
2017-03-13,1227.68,1228.8917617999994
2017-03-14,1245.370786,1224.7288403999994
2017-03-15,1257.399625,1223.3754728999993
2017-03-16,1257.0,1221.5557353999993
2017-03-17,1091.171888,1202.7229241999994
2017-03-18,952.2323625,1182.2068304499994
2017-03-19,967.69,1159.7289161499996
2017-03-20,1049.0844880000002,1145.4283649499996
2017-03-21,1118.630043,1139.3753817499996
2017-03-22,1113.0,1127.9259192499997
2017-03-23,1038.789,1109.0368192499996
2017-03-24,941.9197143,1078.6917120799997
2017-03-25,927.93,1045.7447495799997
2017-03-26,956.7863125,1015.7233808299998
2017-03-27,1037.22925,1010.3291170299997
2017-03-28,1041.04,1019.2098807799997
2017-03-29,1040.5755,1026.4984307799998
2017-03-30,1037.90455,1025.3804369799996
2017-03-31,1034.74,1016.9914326799997
2017-04-01,1086.929571,1014.3843897799998
2017-04-02,1099.169125,1020.4224022799997
2017-04-03,1079.99,1034.2294308499997
2017-04-04,1141.600363,1055.5964671499996
2017-04-05,1133.079314,1073.2257672999997
2017-04-06,1133.53,1082.8558422999997
2017-04-07,1190.45425,1097.7972673
2017-04-08,1181.149838,1111.8547010999996
2017-04-09,1184.03,1126.4672460999998
2017-04-10,1207.744875,1143.7677336
2017-04-11,1226.617038,1157.7364802999998
2017-04-12,1219.09,1169.7285677999998
2017-04-13,1180.023713,1179.7319390999999
2017-04-14,1185.260057,1184.0979085
2017-04-15,1170.36,1187.8259770999998
2017-04-16,1186.927413,1193.1657183999998
2017-04-17,1205.634875,1194.6837808999996
2017-04-18,1176.97,1194.2657970999996
2017-04-19,1217.930088,1197.6558058999995
2017-04-20,1241.686325,1201.0499508999997
2017-04-21,1236.63,1202.0512470999995
2017-04-22,1261.311225,1206.2733695999993
2017-04-23,1257.988113,1214.0698095999992
2017-04-24,1240.84,1219.6278038999994
2017-04-25,1279.414688,1230.5332726999993
2017-04-26,1309.109875,1242.7515188999994
2017-04-27,1288.02,1250.9900313999995
2017-04-28,1331.2944289999996,1266.4224742999995
2017-04-29,1334.9790380000004,1278.1273692999996
2017-04-30,1333.0,1287.2587367999995
2017-05-01,1417.172813,1305.3130180999995
2017-05-02,1452.076288,1324.3895243999996
2017-05-03,1447.55,1343.3457130999996
2017-05-04,1508.292125,1370.0909255999995
2017-05-05,1533.3350710000002,1395.4829638999995
2017-05-06,1518.75,1416.4469763999994
2017-05-07,1535.868429,1441.2318192999994
2017-05-08,1640.619225,1472.1642988999995
2017-05-09,1651.1,1503.7763950999995
2017-05-10,1762.88625,1546.7650200999994
2017-05-11,1820.990563,1587.1467950999995
2017-05-12,1829.0,1624.8391662999995
2017-05-13,1771.920013,1657.2761675999996
2017-05-14,1776.3165,1684.0786050999995
2017-05-15,1780.0,1708.7450979999994
2017-05-16,1739.031975,1730.7732954999997
2017-05-17,1807.485063,1757.9349588999999
2017-05-18,1783.98,1772.2710364
2017-05-19,1961.520488,1803.3130852
2017-05-20,2052.909788,1832.315439
2017-05-21,2008.84,1851.1003827
2017-05-22,2090.662313,1877.2666140000001
2017-05-23,2287.710288,1928.8456415
2017-05-24,2256.32,1976.8459914999999
2017-05-25,2387.206286,2037.5666201
2017-05-26,2211.976857,2084.8611083
2017-05-27,2279.82,2132.094602
2017-05-28,2192.9808,2172.994682
2017-05-29,2275.9307,2204.4357032000003
2017-05-30,2290.02,2228.1467244000005
2017-05-31,2285.933914,2255.8561158
2017-06-01,2399.242671,2286.7141516
2017-06-02,2409.93,2298.9361228000002
2017-06-03,2525.765158,2325.8806386000006
2017-06-04,2516.173143,2338.7773243
2017-06-05,2529.53,2370.5326386
2017-06-06,2883.313697,2430.8820083
2017-06-07,2664.920863,2478.0760146000002
2017-06-08,2683.03,2518.7859445999998
2017-06-09,2827.4913,2572.5330746
2017-06-10,2845.372857,2628.4769688999995
2017-06-11,2898.63,2678.4157017999996
2017-06-12,2657.675063,2703.1902081
2017-06-13,2748.185086,2725.4322008999998
2017-06-14,2706.0,2744.4148866
2017-06-15,2442.48025,2735.7099116
2017-06-16,2464.9598140000007,2693.8745233
2017-06-17,2477.94,2675.176437
2017-06-18,2507.389252,2657.6123622000005
2017-06-19,2617.210263,2636.5842585
2017-06-20,2600.0,2612.0469728000003
2017-06-21,2671.04325,2589.2882978000002
2017-06-22,2727.288013,2596.2495928000003
2017-06-23,2713.48,2592.7790842000004
2017-06-24,2589.164888,2581.095573
2017-06-25,2512.366286,2588.0841766000003
2017-06-26,2502.03,2591.7911952
2017-06-27,2517.903114,2595.7875066
2017-06-28,2585.349186,2603.5834999999997
2017-06-29,2558.3,2597.6924737
2017-06-30,2477.641375,2585.4566111999998
2017-07-01,2501.191343,2568.4714204999996
2017-07-02,2421.26,2537.8686191999996
2017-07-03,2561.225429,2522.6431620999997
2017-07-04,2599.729838,2523.6996570999995
2017-07-05,2598.89,2532.3520284999995
2017-07-06,2609.96775,2543.1458034999996
2017-07-07,2491.201214,2540.4756135
2017-07-08,2502.86,2532.2266948999995
2017-07-09,2536.238938,2530.0205886999997
2017-07-10,2366.170143,2518.8734655
2017-07-11,2327.09,2501.4633311999996
2017-07-12,2385.748571,2497.9121883
2017-07-13,2354.783417,2477.267987099999
2017-07-14,2338.49,2451.144003299999
2017-07-15,2058.9956,2397.1545632999996
2017-07-16,1931.2143,2329.2792182999992
2017-07-17,1910.96,2271.2550968999994
2017-07-18,2320.12225,2252.9813218999993
2017-07-19,2264.7657,2225.8339980999995
2017-07-20,2265.21,2215.7379837999993
2017-07-21,2682.195363,2251.248520099999
2017-07-22,2807.609857,2293.4346486999993
2017-07-23,2825.51,2340.507306999999
2017-07-24,2751.821029,2381.840409899999
2017-07-25,2560.997917,2432.040641599999
2017-07-26,2564.3,2495.349211599999
2017-07-27,2647.625,2569.015711599999
2017-07-28,2781.636583,2615.167144899999
2017-07-29,2784.8,2667.170574899999
2017-07-30,2745.955417,2715.245116599999
2017-07-31,2866.4316670000007,2733.6687469999993
2017-08-01,2862.9,2739.1977612999995
2017-08-02,2693.633983,2726.0101595999995
2017-08-03,2794.117717,2730.2398283999996
2017-08-04,2790.0,2753.1400366999997
2017-08-05,3218.115017,2818.5215383999994
2017-08-06,3252.562533,2879.0152916999996
2017-08-07,3210.2,2921.8716333999996
2017-08-08,3457.374333,2989.1290667
2017-08-09,3357.326317,3050.2661566999996
2017-08-10,3340.28,3097.650989999999
2017-08-11,3632.506667,3174.6116566999995
2017-08-12,3852.802914,3290.5285498
2017-08-13,3868.52,3397.9687780999993
2017-08-14,4282.992,3547.2679780999993
2017-08-15,4217.028329,3647.1593092999988
2017-08-16,4179.97,3739.9000559999995
2017-08-17,4328.725717,3851.7526276999997
2017-08-18,4130.440067,3919.0592011
2017-08-19,4104.71,3993.7975694
2017-08-20,4157.958033,4075.5653727000004
2017-08-21,4043.722,4116.686906000001
2017-08-22,3986.28,4130.0346146
2017-08-23,4174.95,4160.6776146
2017-08-24,4340.3167170000015,4166.4100863
2017-08-25,4331.77,4177.884253400001
2017-08-26,4360.513317,4195.938585100001
2017-08-27,4354.308333,4198.496846700001
2017-08-28,4339.05,4219.357840000001
2017-08-29,4607.98545,4269.685385000001
2017-08-30,4594.98785,4313.3883667
2017-08-31,4582.52,4367.2681667
2017-09-01,4911.740017,4459.8141684
2017-09-02,4580.3874799999985,4500.3579164
2017-09-03,4585.57,4524.8832447
2017-09-04,4344.098317,4526.1160764
2017-09-05,4488.7201399999985,4538.9367587
2017-09-06,4385.02,4542.007925399999
2017-09-07,4654.6585,4573.568775399999
2017-09-08,4310.750183,4543.845248699999
2017-09-09,4312.26,4515.572463699999
2017-09-10,4329.955,4490.315963699999
2017-09-11,4248.090017,4423.950963699999
2017-09-12,4198.59,4385.771215699999
2017-09-13,3961.271267,4323.341342399998
2017-09-14,3319.63,4220.894510699998
2017-09-15,3216.43,4093.6654966999986
2017-09-16,3763.62604,4031.5261006999995
2017-09-17,3746.060783,3940.6663289999997
2017-09-18,3678.53,3877.4443106999997
2017-09-19,3943.413333,3840.5596439999995
2017-09-20,3977.561667,3805.3203106999995
2017-09-21,3894.48,3769.9593089999994
2017-09-22,3637.50255,3713.8505639999994
2017-09-23,3776.3869,3695.3621273
2017-09-24,3777.62,3741.1611273000003
2017-09-25,3942.555,3813.7736273
2017-09-26,3910.307383,3828.4417616
2017-09-27,3881.0,3841.9356832999997
2017-09-28,4201.98905,3894.2815883000003
2017-09-29,4193.574667,3919.2977217000007
2017-09-30,4164.27,3937.968555000001
2017-10-01,4360.7229670000015,3984.5928517000007
2017-10-02,4386.88375,4059.530971700001
2017-10-03,4394.07,4121.299281700001
2017-10-04,4225.175,4166.0547817000015
2017-10-05,4338.852,4205.684481700001
2017-10-06,4318.58,4246.511743400001
2017-10-07,4376.191667,4296.030910100001
2017-10-08,4602.2808829999985,4336.060093400001
2017-10-09,4605.66,4377.268626700001
2017-10-10,4782.28,4439.0696267
2017-10-11,4819.485767,4484.945906700001
2017-10-12,4822.17,4528.4745317
2017-10-13,5563.806567000001,4645.4481884
2017-10-14,5739.438733,4796.8745617
2017-10-15,5825.99,4945.5883617
2017-10-16,5711.2058670000015,5084.850948400001
2017-10-17,5603.7129399999985,5207.6030757
2017-10-18,5594.66,5306.840987400001
2017-10-19,5727.6335,5419.038337399999
2017-10-20,5979.45984,5538.7563214
2017-10-21,5986.44,5655.451744700001
2017-10-22,5983.18455,5771.553199700001
2017-10-23,5876.079867,5802.7805297
2017-10-24,5900.59,5818.895656400001
2017-10-25,5669.622533,5803.258909700001
2017-10-26,5893.138417,5821.452164700001
2017-10-27,5889.82,5850.062870700001
2017-10-28,5776.69695,5868.266565700001
2017-10-29,6155.4340200000015,5911.046617700001
2017-10-30,6136.49,5926.7496337
2017-10-31,6388.6451670000015,5966.9701504
2017-11-01,6665.306683,6035.182363700001
2017-11-02,6751.98,6122.772377000001
2017-11-03,7197.72006,6252.485383000001
2017-11-04,7437.5433170000015,6429.277461400002
2017-11-05,7365.99,6576.562619700002
2017-11-06,6989.071667,6686.487786400003
2017-11-07,7092.127233,6818.030814700003
2017-11-08,7128.64,6915.3514127000035
2017-11-09,7158.03706,7017.506118700003
2017-11-10,6719.39785,7050.581387000003
2017-11-11,6569.22,7040.972718700003
2017-11-12,5716.301583,6937.404877000003
2017-11-13,6550.227533,6872.655624300003
2017-11-14,6493.63,6778.264292600003
2017-11-15,7301.42992,6771.808284600003
2017-11-16,7815.0307,6854.404187900004
2017-11-17,7868.77,6932.068464600004
2017-11-18,7817.140383,7000.918502900005
2017-11-19,8007.654067,7085.880203600003
2017-11-20,8049.72,7218.912418600003
2017-11-21,8059.8,7367.9704186000035
2017-11-22,8268.035,7623.143760300003
2017-11-23,8236.72,7791.793007000003
2017-11-24,8250.978333,7967.527840300003
2017-11-25,8707.407267,8108.125575000004
2017-11-26,8768.8,8203.502505000004
2017-11-27,9718.29505,8388.455010000003
2017-11-28,9952.50882,8601.991853700003
2017-11-29,9919.0,8793.126447000004
2017-11-30,10147.372,9002.891647000004
2017-12-01,10883.912,9285.302847000003
2017-12-02,10879.88,9546.487347000004
2017-12-03,11332.622,9856.077547000004
2017-12-04,11584.83,10189.462713700004
2017-12-05,11591.22,10477.843987000004
2017-12-06,13540.98,10955.061987000005
2017-12-07,16501.97167,11633.429649000003
2017-12-08,16860.88,12324.266767000005
2017-12-09,15142.83415,12846.650182000003
2017-12-10,14869.805,13318.893482000003
2017-12-11,15068.95,13737.397282000002
2017-12-12,17276.393330000006,14377.048615000002
2017-12-13,16808.36667,14924.623082
2017-12-14,16252.31,15391.371082000001
2017-12-15,17771.9,16009.439082
2017-12-16,19498.68333,16605.209414999998
2017-12-17,19279.9,16883.002247999997
2017-12-18,18961.85667,17093.099915
2017-12-19,17737.11167,17352.527667
2017-12-20,17382.94,17603.841167
2017-12-21,16047.51,17701.697167
2017-12-22,15190.945,17493.152334000002
2017-12-23,13776.61,17189.976667000003
2017-12-24,13949.175,16959.663167000002
2017-12-25,14119.02833,16594.376000000004
2017-12-26,13740.94,16018.601667000004
2017-12-27,15589.32167,15649.543834000006
2017-12-28,14380.58167,15191.416334000003
2017-12-29,14214.01,14839.106167000002
2017-12-30,13215.574,14422.369567000002
2017-12-31,14165.575,14234.176067000002
2018-01-01,13796.0,14094.681567000001
2018-01-02,15005.85667,14217.606234
2018-01-03,15053.261669999998,14328.014900999999
2018-01-04,15039.24,14420.036067999998
2018-01-05,17174.12,14763.354067999997
2018-01-06,17319.198,14936.341700999998
2018-01-07,17155.95,15213.878534
2018-01-08,15265.906669999997,15319.068200999998
2018-01-09,14714.25333,15468.936134
2018-01-10,14437.42,15496.120634
2018-01-11,13296.794,15446.200034
2018-01-12,13912.882,15336.902567000001
2018-01-13,13791.19,15210.6954
2018-01-14,13852.92,15092.063400000003
2018-01-15,14012.196000000002,14775.871000000003
2018-01-16,13554.14,14399.3652
2018-01-17,11116.94667,13795.464866999999
2018-01-18,11345.42333,13403.416533
2018-01-19,11174.82,13049.473199999999
2018-01-20,12950.79333,12900.810533
2018-01-21,11505.228,12721.653933
2018-01-22,11513.42,12481.707733
2018-01-23,11223.063999999997,12224.895133
2018-01-24,11282.25833,11967.828966
2018-01-25,11392.03,11705.812366
2018-01-26,10969.815,11447.379866
2018-01-27,11524.77667,11488.162865999999
2018-01-28,11431.37,11496.757532999998
2018-01-29,11212.655,11500.541032999998
2018-01-30,10184.06167,11223.867866999997
2018-01-31,10082.52,11081.597066999999
2018-02-01,9083.258333,10838.5809003
2018-02-02,8901.901667,10606.464666999998
2018-02-03,8852.73,10363.511833999999
2018-02-04,8400.648333,10064.373667299998
2018-02-05,6838.816667,9651.273834
2018-02-06,6925.46,9191.342166999999
2018-02-07,8099.958333,8858.2010003
2018-02-08,8240.536667,8560.989167000002
2018-02-09,8245.08,8367.091000000002
2018-02-10,8319.876565999999,8190.8266566
2018-02-11,8343.455,8116.8463233
2018-02-12,8068.02,8033.458156600001
2018-02-13,8597.7675,8007.961906600001
2018-02-14,9334.633333,8101.360406600002
2018-02-15,9471.64,8364.6427399
2018-02-16,10127.16167,8684.8129069
2018-02-17,10841.99167,8959.0162406
2018-02-18,11085.83,9243.5455739
2018-02-19,11110.965,9530.1340739
2018-02-20,11390.39167,9837.185584300001
2018-02-21,11245.98,10127.4380843
2018-02-22,9931.071667,10313.743251
2018-02-23,10162.11667,10470.178168
2018-02-24,10171.3,10553.8448347
2018-02-25,9696.593333,10576.340167999999
2018-02-26,10348.60333,10598.484333999999
2018-02-27,10319.46,10546.231167
2018-02-28,10370.165,10474.664667
2018-03-01,11009.38167,10464.506334
2018-03-02,10931.12,10418.579167
2018-03-03,11326.94833,10426.676
2018-03-04,11430.18167,10576.5870003
2018-03-05,11516.83,10712.0583333
2018-03-06,10763.19833,10771.2481663
2018-03-07,10118.058,10813.394633
2018-03-08,9920.46,10770.580300000001
2018-03-09,9089.278333,10647.562133300002
2018-03-10,8746.002,10485.145833300001
2018-03-11,8777.37,10261.944666300002
2018-03-12,9182.843333,10087.1169996
2018-03-13,9154.7,9869.8921666
2018-03-14,9153.54,9642.2279996
2018-03-15,8358.121667,9326.3571663
2018-03-16,8530.402,9103.0775333
2018-03-17,8297.89,8921.060733299999
2018-03-18,8171.415,8746.1562333
2018-03-19,8412.033333,8678.4317333
2018-03-20,8605.64,8664.395533300001
2018-03-21,8947.753333,8681.4338666
2018-03-22,8690.408333,8632.190366600002
2018-03-23,8725.37,8589.2573666
2018-03-24,8662.378333,8540.141199900001
2018-03-25,8617.296667,8566.0586999
2018-03-26,8457.96,8558.814499900001
2018-03-27,7876.195,8516.6449999
2018-03-28,7960.38,8495.541499900002
2018-03-29,7950.61,8449.399166600002
2018-03-30,6882.531667,8277.088333300002
2018-03-31,6935.48,8075.861000000002
2018-04-01,6937.56,7900.5761667000015
2018-04-02,7035.848333,7731.624000000002
2018-04-03,7410.435,7606.429666700002
2018-04-04,7426.48,7487.348000000001
2018-04-05,6826.51,7324.203000000001
2018-04-06,6603.876667,7196.971166700001
2018-04-07,6634.68,7064.401166700001
2018-04-08,7017.656667,6971.105833400002
2018-04-09,6699.273333,6952.780000000002
2018-04-10,6784.41,6937.6730000000025
2018-04-11,6926.266667,6936.543666700003
2018-04-12,7847.845,7017.743333400003
2018-04-13,7941.46,7070.845833400004
2018-04-14,8036.511051,7131.848938500004
2018-04-15,8340.748333,7283.272771800004
2018-04-16,8368.1,7459.695105100004
2018-04-17,7895.416926000001,7585.768797700005
2018-04-18,8164.937426,7700.4968736000055
2018-04-19,8175.96,7848.165540300006
2018-04-20,8852.718333,8054.9963736000045
2018-04-21,8807.205,8243.090206900004
2018-04-22,8930.6,8351.365706900006
2018-04-23,8933.861667000001,8450.605873600005
2018-04-24,9555.542,8602.508968500006
2018-04-25,9658.11,8734.245135200006
2018-04-26,9258.398333,8823.274968500005
2018-04-27,9010.32,8934.765275900005
2018-04-28,8928.55,9011.126533300005
2018-04-29,9334.281667,9126.958700000005
2018-04-30,9259.57,9167.643866700004
2018-05-01,9239.55,9210.878366700004
2018-05-02,9221.426,9239.960966700004
2018-05-03,9639.268333,9310.501633300004
2018-05-04,9753.35,9330.282433300004
2018-05-05,9803.306667,9344.802100000004
2018-05-06,9630.136277,9381.975894400002
2018-05-07,9631.44,9444.087894400003
2018-05-08,9228.608333,9474.093727700001
2018-05-09,9322.041667,9472.869727700001
2018-05-10,9310.37,9477.949727700001
2018-05-11,8468.788,9400.873527700001
